w_food,w_danger,w_space,w_wall,J,steps,train_seed,trial_number
12.85,0.776,5.895,-0.796,34.0,1000,581,0
16.946,1.116,4.543,-0.843,32.0,1000,967,1
13.493,0.629,2.841,-0.456,32.0,1000,133,2
7.49080237694725,4.507143064099162,8.299848545285128,0.986584841970366,0.0,1000,712,3
3.1203728088487304,-3.4400547966379733,-8.547909695795013,3.6617614577493516,0.0,1000,297,4
12.022300234864176,2.080725777960455,-9.48538764260494,4.699098521619943,0.0,1000,188,5
16.648852816008436,-2.8766088932172384,-5.454375819822484,-3.165954901465662,0.0,1000,1000,6
6.0848448591907545,0.2475643163223784,0.7986254660528941,-2.0877085980195806,0.0,1000,661,7
12.23705789444759,-3.6050613934795814,-2.6963837866195464,-1.336381567063083,0.0,1000,611,8
9.12139968434072,2.851759613930136,-5.008155446041006,0.14234438413611605,0.0,1000,744,9
19.20273884881329,-1.36272326378369,14.238427769696644,-4.820381243851804,1.0,1000,972,10
15.992534962797226,1.8972242217735549,6.657866526571632,1.6860612203220016,0.0,1000,607,11
18.93923752780298,-1.2039575657977657,7.959509553543813,2.360773711181863,0.0,1000,246,12
15.251378486043361,3.9054002986904957,4.070556491155285,-3.0278949996034905,1.0,1000,19,13
10.279830361974978,-1.1246347131141365,12.157569870238083,-1.1240579593603914,0.0,1000,395,14
14.570143597310928,1.356553268724359,-0.11221654236030165,0.4154042828284712,1.0,1000,843,15
17.534335911970672,3.165625919734042,5.251047347082373,-2.6397162571810115,1.0,1000,182,16
1.5692476993356177,-0.4345664334903714,10.249153192413566,-4.621302848927837,0.0,1000,102,17
10.646601588595976,-2.403853044480269,0.023899242051097946,-1.0799529519284485,0.0,1000,805,18
13.947706353199237,1.3513873656281397,10.297867959309498,2.3809834212623264,0.0,1000,21,19
19.98182612820889,-4.6376231188010255,5.549844085021761,1.1183483273860582,2.0,1000,635,20
12.75880898129593,0.4759580911525286,3.0914501175800866,-0.5237710549594583,36.0,1000,890,21
12.620112341031083,0.7119086520113264,1.7065322887904038,-0.35833503955048696,22.0,1000,242,22
17.686027702124292,-0.3194110725490569,3.6220181639263003,-1.8899132470296172,1.0,1000,793,23
9.19342563486403,2.3189562711520297,-1.800366963288445,-4.004620651832356,0.0,1000,267,24
6.213788393959929,0.8660899310403055,7.165098398065724,-0.58309194546265,1.0,1000,690,25
11.154286963131291,-0.15433577797406328,9.584641300971933,0.5474348781594878,34.0,1000,991,26
11.178329758012818,-1.8863915113836485,10.516350013193403,0.6142497390859105,0.0,1000,568,27
8.765473210216877,-0.29848971107330735,14.13915587224472,1.7270994074976467,0.0,1000,359,28
13.43289312378783,-0.789055506324444,9.214739829111972,-1.807104837669709,1.0,1000,604,29
7.515483785407902,-1.8573008837559004,12.457456670472917,3.1653526801053684,0.0,1000,914,30
13.522199508941295,0.2724108532815945,2.910127926066527,-0.3516217021200363,31.0,1000,754,31
15.270854357091785,1.3142889262671926,5.25941312229349,-0.5602627804625058,0.0,1000,46,32
11.638451670462526,0.6473040253113014,6.434151371991272,1.1579717933464,0.0,1000,833,33
17.321611184095833,4.8131308675829345,2.357577170279855,-1.1846589150111253,0.0,1000,816,34
12.724302012770973,1.8822089974208205,8.619111630847714,0.17667622451314746,1.0,1000,270,35
7.978337573106815,0.17288181590339258,4.248646991652667,-2.3486901549277626,0.0,1000,870,36
5.932479429125827,2.6758512369569756,-1.456244209669574,4.894612555321148,0.0,1000,986,37
14.75640184119835,3.5101321703894577,1.6356124856405605,-1.5648806080406392,3.0,1000,471,38
16.2683491511798,1.093785116719138,7.769300527190797,0.8151952801128257,1.0,1000,473,39
4.106872905928786,0.1859126755713249,12.053560602724327,-0.053635268584047435,0.0,1000,28,40
11.173984786775332,1.6196775040447344,-4.6767608140876655,-0.8050331294746695,1.0,1000,945,41
12.712604905236276,2.2972179106556596,5.934803868673031,-0.025815353569451138,1.0,1000,970,42
13.616833447672787,0.6703334099870943,3.1762424133302014,1.7414132520242178,0.0,1000,49,43
10.098553703965623,-0.5759658724858694,4.460846379970175,-1.4991756292550156,1.0,1000,213,44
15.753912448294942,-0.9759993554904556,-7.92798344628622,-0.8041070241480521,1.0,1000,574,45
11.807546460364968,-0.09230269603238733,0.33880684678723405,-2.4610904842285715,0.0,1000,179,46
18.579738001231117,0.40094401159163295,1.3553320203545294,-3.0776652566048917,1.0,1000,936,47
14.248140539614514,-1.3986400936562835,7.0867001736256245,0.6063646298867793,10.0,1000,788,48
16.65635199461544,1.7427973260819045,9.112705048062452,0.16622848116377997,0.0,1000,240,49
9.024216177458177,1.0610478551919849,-1.0047258224714972,1.2245437989100756,0.0,1000,212,50
13.331925986157309,0.3657869751967246,2.6841281663236733,-0.22528390614870175,24.0,1000,484,51
12.775484212325786,-0.058624930377467965,4.7163400832369025,-1.1174792495156356,1.0,1000,867,52
14.879623523112972,1.4654179306254835,3.5497288123453696,-0.3450937008162755,32.0,1000,927,53
14.942280708179478,1.546601756348377,3.758696094848622,-0.8721728515977001,1.0,1000,853,54
16.762932350791143,2.1549423848502145,6.076392977696127,0.47724608754546516,9.0,1000,279,55
18.233840408860157,2.6063269286088806,-3.535231183425701,-2.0685224044052704,1.0,1000,961,56
10.825746644369394,1.0747254249281395,2.1233925306841837,-0.5243424305924514,4.0,1000,276,57
12.004856082203316,0.6663056476510124,0.937878966672741,-1.6230620891220897,0.0,1000,733,58
15.601077437701873,-0.6385867784609929,7.70723212691681,-3.651642821413024,0.0,1000,715,59
9.742443091199881,3.1383761072416054,5.014547373124939,2.467270705591134,0.0,1000,364,60
14.445891476537392,0.42681835926195044,3.590906155409499,-0.2763776959888874,14.0,1000,981,61
13.896686657267518,-0.19111891635240036,3.174307048694296,0.2815665077304377,26.0,1000,777,62
13.49039277881019,1.27514913241093,-0.31492008556874085,1.4597756399154826,0.0,1000,965,63
12.12319569388007,0.8351481207575262,2.4324356960947915,0.8649511761046603,1.0,1000,169,64
13.014095771558408,0.039212720644791615,11.306497113600425,-1.352220990197643,0.0,1000,603,65
19.533211145867888,1.952924758499383,5.631946729444181,-0.44972878420803525,0.0,1000,528,66
15.23369556301791,-1.6474377756048069,6.843126199670429,-0.9632984784023177,1.0,1000,275,67
11.458782054090467,-0.4167017478254631,0.7976303948225181,-0.23386901584061748,2.0,1000,542,68
14.358039065709455,-0.8922561948641863,4.440274773956466,-0.008725858790209817,28.0,1000,196,69
16.15149812548515,1.519842193586495,14.966023313982145,4.222422348986458,0.0,1000,811,70
14.338234856275642,-0.9290501734962169,3.9453614410655056,-0.7027317421093733,7.0,1000,101,71
17.20083075614812,-2.171200195196807,3.1064780111602097,-0.026542055705562395,1.0,1000,32,72
12.281713489332343,0.4309992389197283,4.812045185847738,0.3741771492894565,0.0,1000,96,73
10.692045612086758,-1.379735529266397,2.239714471387458,-0.5286359969179311,1.0,1000,888,74
13.867133526009626,0.9804827975249286,4.206699631233678,0.6327504766435679,1.0,1000,326,75
14.856215803705133,-2.7985763513528,1.6972975785018571,-1.132334712660005,0.0,1000,830,76
13.023609849286839,-0.7215093359306562,6.423307425982428,0.09921108355743807,8.0,1000,756,77
15.399127986870422,0.12693506177250213,9.719538537023586,-0.17912584844520096,30.0,1000,282,78
15.59637714917281,0.09495535839984617,8.582568214916758,-1.876931030999427,0.0,1000,520,79
9.66061985595533,-4.113616880743509,13.188059730818404,-1.4334715895739172,0.0,1000,313,80
16.219164162236655,-0.34044346504632605,9.587453576084625,-0.2513874775844944,8.0,1000,660,81
17.848231950567904,1.2862706223352558,10.912288255188239,-0.7137978147930475,26.0,1000,845,82
0.5613119980110817,0.602863779920043,5.580714969679288,0.9081289365995893,0.0,1000,139,83
14.286790629159768,0.1954420126209886,9.589660014052534,-0.11628206567957466,0.0,1000,376,84
12.493927500999158,-1.1102914170556586,7.709704126403039,-0.982000917248739,3.0,1000,138,85
13.255117534888049,0.8580900236466129,3.02608877381182,0.13637185322810907,24.0,1000,348,86
15.07597697328158,0.0050430441339436305,4.608564770617952,0.48877104089873247,0.0,1000,93,87
11.350646394977272,0.4381789423351723,1.0604534105416432,-0.44704629158038306,36.0,1000,127,88
11.26696533256524,0.5147418248479909,-0.3410787366168271,-0.5857565133743526,22.0,1000,447,89
10.31597793293615,1.1955210041217184,1.0524012594923475,-0.4138757300088183,25.0,1000,902,90
11.843483503460607,0.8562021658232509,3.7089657889954486,-1.2329445822525535,1.0,1000,523,91
13.809308168392747,-0.14658336741702382,2.0341128550211187,-0.8240046134188304,2.0,1000,189,92
16.825821295599347,0.31479794676380785,0.3349748895673952,0.2942863980053048,11.0,1000,53,93
12.38294974923702,1.5275158402242814,5.173946422872552,-0.0728378075722978,1.0,1000,276,94
14.00312624829624,-0.5666181696967518,1.4612753051067227,-1.6525373093099425,0.0,1000,782,95
15.526035636622451,1.765326677103905,2.738508137180271,0.7088410689390066,2.0,1000,510,96
12.988332619788771,0.7641226690347833,3.551327118176681,-0.33200602460138584,28.0,1000,564,97
14.771859449203362,-0.31809767967447294,11.69127438377704,1.3752162550171485,1.0,1000,230,98
13.496535021835685,0.2522854390972795,10.209806408260267,-0.979220929002727,1.0,1000,389,99
10.91050235500928,-0.8443821417530211,6.012134479594423,-0.6113308713265071,2.0,1000,91,100
13.008785232489947,0.7527468026086155,4.221169255976209,-0.3014097161195586,27.0,1000,67,101
14.557828804426428,1.0885169753292507,3.382069417390617,0.05420231893574262,0.0,1000,345,102
11.647217712036467,0.5696309292583349,2.6866408634669257,-0.4424099900351906,28.0,1000,493,103
12.608963106429112,0.9876706863609518,7.345821920974895,-1.334007972192473,0.0,1000,924,104
12.959807403775018,2.1106694095742218,2.051825826912222,0.38541783349419634,3.0,1000,187,105
15.837597576754746,1.4274252713357702,3.58041824862772,-0.8055278502762503,1.0,1000,30,106
14.213389999839533,-0.09683622191188335,-9.89335878507908,1.0904732212335237,2.0,1000,627,107
11.929191059816993,0.17824786081173133,5.4006004527503295,-0.23049645602204594,30.0,1000,25,108
10.32447732333237,4.188658201982547,5.200826027961346,-0.09363133475101054,0.0,1000,131,109
12.08403728042656,0.236411518360975,6.6164688992554215,0.25050914999308377,28.0,1000,554,110
11.146766760701219,-0.5009047025377178,4.065781243280921,-0.29144828143917,26.0,1000,499,111
13.594431197183557,0.49309880302534237,4.575404259754024,-0.6723204326654134,24.0,1000,490,112
13.221155063833422,0.7209785770249052,3.146795481552714,-0.40748614737631794,30.0,1000,80,113
11.475518669702915,0.07916263852975086,8.291198451080913,-1.1062981661776867,1.0,1000,443,114
12.32130840632223,-0.1962666581356295,5.7655760377289935,0.5424861705164667,12.0,1000,666,115
13.29255914361845,0.3818313085059911,2.8371021460529007,0.12309036966069359,29.0,1000,364,116
13.513015221091942,0.6201512487970584,0.6401345367231732,-0.48376183817705626,27.0,1000,865,117
11.856151232482617,1.2250279896663974,-0.8518164481657973,-0.9677887156249732,7.0,1000,69,118
15.291991335022615,0.3480586714652371,2.7084454791263206,-0.1575437272504343,31.0,1000,663,119
15.313260007454108,0.9251810782997739,1.2306225533068602,-0.1724228552891744,20.0,1000,8,120
13.246637161463156,0.39598627020803956,2.821956922889511,0.1617471059116502,16.0,1000,37,121
14.774306079441763,0.07741934732741323,3.2371300141645722,-0.5802274808750916,18.0,1000,531,122
16.269767955577038,0.27980863051481186,2.255745373395969,-0.788763076386273,30.0,1000,302,123
16.6401515631062,0.6449402449228184,2.2546001208167166,-0.7980990764883875,27.0,1000,504,124
17.886025916601056,0.21651660300554398,2.1683793584691418,-1.2840208364170407,6.0,1000,374,125
17.44282397139011,1.0524161897454976,1.8836219304702193,-0.34643435581830556,19.0,1000,453,126
15.863219659974183,-0.07734293823242278,1.5112727182762362,-0.765430565423427,1.0,1000,108,127
17.11695639313037,1.3984020901837522,-7.281280761244716,-1.0912714584706147,19.0,1000,4,128
16.53137024446184,0.8046295821626118,13.049551200299002,-0.1476041838214418,30.0,1000,12,129
15.141149737228634,-0.3053427513179095,4.7449126498344825,-2.087482967388935,3.0,1000,989,130
16.654085191140044,0.7910105255303158,14.332402244607485,-0.1406485767403327,0.0,1000,701,131
15.939459780022139,1.6557961975451634,13.074138136409744,-0.4593445399731345,0.0,1000,611,132
3.783085031647455,0.5177205620146448,3.7472371469821195,-0.6624865070444694,0.0,1000,346,133
16.3954852913053,1.1904669183971497,13.594069573997704,-0.012446688609027645,30.0,1000,111,134
16.348059432515367,0.20975313639833032,12.718361148354731,0.7417252051400192,8.0,1000,909,135
18.575135834602435,0.6226985078658053,10.827241780343208,0.370121606470291,26.0,1000,793,136
17.013631013830054,0.8582125696213615,2.556348796430214,-0.8887625913035954,1.0,1000,968,137
12.704087803605612,0.39314845114259256,-2.2369396358612494,-0.2697651162077192,12.0,1000,919,138
14.07502007666309,0.004220741212691115,0.06753588154227863,-0.46943315091843,8.0,1000,786,139
15.391789086453386,1.8969003734192307,9.135336243773038,-1.5294658361261533,0.0,1000,282,140
16.47946524908193,1.2847714653204787,14.015883394769418,-0.07031276442285433,0.0,1000,75,141
16.22087573207162,1.1218933138731066,11.631801790222177,0.0510608013531223,34.0,1000,27,142
14.771111915204692,1.0676094010847221,12.251709223160802,0.2584386635110929,1.0,1000,300,143
17.60430197950519,0.7603112321256055,11.64599856817114,-0.5855052633700969,28.0,1000,825,144
